Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,days_since_join,Age
Graduation,Single,46524.0,0,1,31,19,35,26,14,52,2,1,1,5,3,No,No,No,No,No,No,No,581,53
Master,Single,45183.0,0,0,219,3,60,12,9,12,1,4,1,7,7,No,Yes,No,No,No,No,No,685,52
PhD,Married,70421.0,0,1,479,28,136,75,14,35,3,10,3,7,6,No,No,No,No,No,No,No,161,60
2n Cycle,Divorced,60161.0,0,1,584,44,212,46,8,177,3,11,4,8,8,No,No,No,No,No,No,No,774,49
Graduation,Together,73926.0,0,0,627,91,597,159,91,15,1,6,5,12,3,No,No,No,No,No,No,No,671,41
Graduation,Married,19329.0,1,0,24,1,16,12,2,5,3,4,0,3,8,No,No,No,No,No,No,No,357,46
Master,Married,61872.0,0,1,330,5,159,36,27,16,4,4,4,9,4,No,No,No,No,No,No,No,358,44
Graduation,Widow,46984.0,1,1,19,1,10,2,1,8,1,1,0,3,5,No,No,No,No,No,No,No,620,58
Graduation,Married,34838.0,1,1,28,23,29,29,14,47,3,2,1,4,6,No,No,No,No,No,No,No,686,63
PhD,Single,82716.0,0,0,606,148,228,15,148,22,1,6,8,13,2,No,No,No,No,No,No,No,574,70
Graduation,Married,48192.0,0,0,1039,43,204,153,58,29,3,2,8,12,8,No,Yes,No,Yes,Yes,No,Yes,550,56
Master,Married,49681.0,0,2,411,0,26,0,0,21,6,7,1,7,7,No,No,No,No,No,No,No,604,38
Master,Married,56850.0,0,1,34,1,19,2,7,0,1,1,1,3,2,No,No,No,No,No,No,No,258,43
Graduation,Married,55267.0,0,1,161,28,136,32,3,45,4,3,4,6,3,No,No,No,No,No,No,No,411,57
Graduation,Married,59666.0,1,1,623,53,178,23,17,133,7,3,2,8,8,No,Yes,No,No,No,No,No,624,42
Graduation,Single,72504.0,0,1,604,26,470,123,161,94,2,5,9,6,2,No,No,No,No,No,No,No,550,42
Graduation,Married,26872.0,0,0,3,10,8,3,16,32,1,1,1,2,6,No,No,No,No,No,No,No,416,33
Graduation,Single,21359.0,1,0,12,2,17,6,1,10,2,2,0,3,8,No,No,No,No,No,No,Yes,595,42
Graduation,Single,73170.0,0,0,184,174,256,50,30,32,1,5,4,6,2,No,No,No,No,No,No,No,189,39
Master,Married,52750.0,0,1,393,0,239,90,69,69,6,5,7,9,4,No,No,No,No,No,No,No,613,59
PhD,Together,91820.0,0,0,410,73,747,76,161,30,0,5,5,12,1,No,No,No,No,No,No,No,378,28
PhD,Together,65968.0,0,1,376,9,83,19,4,4,2,5,4,7,3,No,No,No,No,No,No,No,1,44
Graduation,Married,30772.0,1,1,7,2,4,2,1,4,1,1,0,2,6,No,No,No,No,No,No,No,3,38
Graduation,Single,22507.0,0,0,68,0,226,51,157,68,3,10,2,4,9,No,No,No,No,No,No,No,742,60
Graduation,Married,65685.0,0,1,642,14,49,0,7,57,1,9,2,9,5,No,No,No,No,No,No,No,252,42
2n Cycle,Married,25804.0,1,0,8,7,9,13,6,12,2,2,0,3,8,No,No,No,No,No,No,No,696,36
PhD,Single,76412.0,0,0,840,53,804,23,71,17,1,5,4,8,3,No,No,Yes,Yes,No,No,Yes,580,34
Graduation,Married,22063.0,1,0,7,10,13,3,11,11,2,2,0,3,7,No,No,No,No,No,No,No,485,42
Graduation,Single,57091.0,0,0,464,5,64,7,0,37,1,7,3,7,5,No,No,No,No,Yes,No,Yes,174,53
Graduation,Married,22419.0,0,0,30,3,47,19,21,42,1,3,2,2,8,No,No,No,No,No,No,No,597,51
Graduation,Together,87771.0,0,1,1492,38,287,50,57,33,1,5,10,4,6,No,Yes,Yes,Yes,Yes,No,Yes,563,55
2n Cycle,Divorced,78353.0,0,1,752,122,476,39,153,34,1,10,2,11,8,No,No,No,No,No,No,No,599,55
Graduation,Married,93404.0,1,2,1279,15,287,20,0,15,3,3,4,7,5,No,Yes,Yes,No,No,No,No,519,60
Graduation,Divorced,37859.0,1,2,22,1,8,2,1,2,2,1,0,3,8,No,No,No,No,No,No,No,370,52
PhD,Widow,80995.0,0,1,860,28,409,73,56,56,1,8,9,4,4,No,No,No,No,No,No,No,396,56
Graduation,Together,16529.0,1,0,3,0,5,13,0,1,1,1,0,3,6,No,No,No,No,No,No,No,337,30
PhD,Divorced,55412.0,1,1,10,5,28,11,1,8,1,2,0,3,5,No,No,No,No,No,No,No,379,38
Graduation,Single,48789.0,0,0,351,16,156,7,5,145,1,6,4,7,6,No,No,No,No,No,No,No,788,22
PhD,Together,56575.0,0,2,421,5,90,0,16,10,3,7,3,7,5,No,No,No,No,No,No,No,580,47
2n Cycle,Together,25130.0,1,0,2,5,7,0,18,18,2,2,0,3,7,No,No,No,No,No,No,No,664,34
Graduation,Married,35441.0,1,1,25,1,9,2,1,1,2,1,0,3,8,No,No,No,No,No,No,No,660,47
Graduation,Married,71391.0,0,1,336,123,274,46,123,141,5,6,5,12,3,No,No,No,No,No,No,No,617,58
Master,Single,49494.0,1,0,191,9,97,0,6,82,2,6,1,5,7,No,No,No,No,No,No,No,590,42
Graduation,Divorced,81702.0,0,0,563,50,774,28,31,187,1,7,7,12,3,No,No,No,No,No,No,No,804,34
2n Cycle,Single,45889.0,0,1,31,0,6,0,1,8,1,1,0,3,6,No,No,No,No,No,No,No,667,34
Graduation,Single,56628.0,0,1,479,5,82,7,17,171,2,7,6,5,5,Yes,No,No,No,No,No,No,260,37
Graduation,Together,34026.0,1,1,18,6,15,12,8,17,3,2,1,3,5,No,No,No,No,No,No,No,577,64
Graduation,Married,40049.0,0,1,91,65,52,10,44,28,3,3,2,6,5,No,No,No,No,No,No,No,737,40
Graduation,Single,34176.0,1,0,5,7,24,19,14,20,4,3,0,4,6,No,No,No,No,No,No,No,1,26
Graduation,Married,19419.0,1,0,2,14,28,16,3,7,4,4,0,3,9,No,No,No,No,No,No,No,786,33
2n Cycle,Married,82504.0,0,0,362,50,431,134,35,54,1,3,6,7,1,No,No,No,No,No,No,No,497,54
Graduation,Together,81205.0,0,0,724,74,929,97,55,130,1,5,6,7,2,Yes,No,Yes,No,Yes,No,Yes,327,44
2n Cycle,Single,61618.0,0,0,605,91,399,0,45,205,2,3,6,8,3,No,No,No,No,No,No,No,798,23
Master,Single,55284.0,0,1,547,7,140,0,7,63,3,7,5,8,5,No,No,No,No,No,No,No,712,58
Graduation,Single,49980.0,0,1,104,1,54,13,9,14,2,3,1,5,5,No,No,No,No,No,No,No,409,51
Graduation,Married,15072.0,2,0,8,2,15,0,10,18,4,3,1,3,5,No,No,No,No,No,No,No,427,34
Graduation,Single,49166.0,0,1,224,2,25,7,0,110,2,5,3,3,6,No,No,No,No,No,No,No,541,40
PhD,Married,65324.0,0,1,384,0,102,21,32,5,3,6,2,9,4,No,No,No,No,No,No,No,35,60
2n Cycle,Married,82347.0,0,0,556,54,845,202,133,63,1,7,7,10,3,Yes,No,No,Yes,No,No,No,908,57
PhD,Together,30843.0,1,1,24,0,2,0,0,9,2,1,1,2,5,Yes,No,No,No,No,No,No,194,48
PhD,Married,46374.0,0,1,408,0,21,0,0,17,3,7,1,7,8,No,Yes,No,Yes,No,No,Yes,264,40
Graduation,Single,60474.0,0,1,265,199,303,234,9,170,7,10,2,12,7,No,No,No,No,No,No,No,701,35
Master,Married,38576.0,0,1,34,0,7,0,0,0,1,1,0,3,7,No,No,No,No,No,No,No,247,41
Graduation,Married,55357.0,2,0,374,64,116,84,25,64,3,6,2,11,5,No,No,No,No,No,No,No,655,29
Graduation,Together,37758.0,1,1,27,2,10,0,0,1,2,1,0,3,8,No,No,No,No,No,No,No,970,48
2n Cycle,Married,85710.0,0,0,600,20,350,29,30,33,1,6,9,10,2,No,No,Yes,No,No,No,No,580,25
Graduation,Together,23228.0,1,0,13,2,18,6,1,0,2,2,0,3,8,No,No,No,No,No,No,No,314,45
Master,Together,44602.0,1,1,167,2,89,0,0,34,6,6,1,4,8,No,No,No,No,No,No,No,294,45
Graduation,Married,7500.0,0,0,0,2,3,4,1,5,1,0,0,3,6,No,No,No,No,No,No,No,461,27
2n Cycle,Together,38683.0,1,0,46,35,69,84,41,66,6,4,1,6,7,No,No,No,No,No,No,No,970,25
2n Cycle,Single,49514.0,1,0,88,39,78,58,13,93,2,6,1,4,7,No,No,No,No,No,No,No,354,39
PhD,Together,57906.0,0,1,243,11,119,10,3,15,3,4,2,8,4,No,No,No,No,No,No,No,395,41
Master,Single,43456.0,0,1,275,11,68,25,7,7,3,5,1,8,5,No,No,No,No,No,No,No,620,48
Master,Single,19485.0,2,0,6,0,4,0,0,0,1,1,0,2,7,No,No,No,No,No,No,No,438,28
Graduation,Together,53172.0,0,1,121,62,90,68,20,125,3,2,3,8,3,No,No,No,No,No,No,No,549,36
Graduation,Together,30545.0,1,0,4,12,15,19,7,12,2,2,0,3,7,No,No,No,No,No,No,No,780,35
PhD,Together,70123.0,0,0,1308,0,396,23,0,0,1,5,7,4,3,No,Yes,No,No,Yes,No,No,434,31
Graduation,Single,62450.0,0,1,515,47,267,62,66,38,2,5,5,4,3,No,Yes,No,No,No,No,No,188,55
Graduation,Together,21675.0,1,0,4,0,16,17,4,4,3,4,0,3,7,No,No,No,No,No,No,No,30,38
2n Cycle,Single,42395.0,1,1,48,13,57,24,15,25,4,3,1,4,7,No,No,No,No,No,No,No,246,33
Master,Together,61346.0,1,0,562,58,168,43,16,142,1,5,7,10,3,No,No,No,No,No,No,No,544,36
Graduation,Together,80812.0,0,0,769,22,500,210,143,33,1,4,8,5,2,Yes,No,Yes,Yes,No,No,No,445,61
Master,Divorced,42835.0,1,1,379,4,93,12,9,98,7,6,6,4,6,No,No,No,No,No,No,No,524,43
Graduation,Married,39922.0,1,0,29,12,59,19,1,36,2,3,0,4,8,No,No,No,No,No,No,No,660,31
Master,Single,86424.0,0,0,387,68,569,89,45,68,1,6,9,12,1,No,No,No,No,No,No,No,216,58
2n Cycle,Together,17117.0,1,0,12,23,38,30,18,7,4,3,1,3,9,No,No,No,No,No,No,No,688,36
Graduation,Single,24762.0,1,0,6,10,12,3,15,40,3,3,1,2,8,Yes,No,No,No,No,No,Yes,65,42
Graduation,Married,35797.0,0,1,27,1,14,4,1,21,2,2,0,3,8,No,No,No,No,No,No,No,781,39
Graduation,Divorced,36627.0,2,0,9,1,5,0,0,1,1,0,0,3,5,No,No,No,No,No,No,No,501,39
2n Cycle,Married,51111.0,1,1,22,0,19,6,5,3,2,2,0,3,6,No,No,No,No,No,No,No,170,33
PhD,Single,86857.0,0,0,899,102,838,133,102,40,1,5,6,10,2,No,No,No,No,No,No,Yes,727,42
PhD,Together,82072.0,0,0,889,55,685,168,92,129,1,3,2,13,1,No,No,No,No,No,No,No,667,44
PhD,Single,46231.0,2,1,189,2,55,0,5,12,4,6,1,4,9,No,No,No,No,No,No,No,740,61
Graduation,Married,42243.0,1,1,48,0,2,0,0,5,2,2,0,3,7,No,No,No,No,No,No,No,389,55
Graduation,Together,51195.0,1,1,230,14,156,82,24,58,8,9,2,5,8,No,No,No,No,No,No,No,701,52
Master,Single,68092.0,0,0,852,60,207,78,36,48,2,2,6,10,5,No,No,No,No,No,No,No,355,36
Graduation,Married,31814.0,1,0,35,3,20,4,1,20,2,2,0,3,9,Yes,No,No,No,No,No,No,460,41
Master,Widow,51390.0,1,1,205,20,47,23,2,56,6,5,2,5,5,No,No,No,No,No,No,No,849,49
Graduation,Married,76630.0,0,0,255,31,446,40,56,175,1,3,10,11,1,No,No,No,No,No,No,No,326,31
Basic,Single,26868.0,1,0,0,0,1,8,3,2,1,1,0,2,7,No,No,No,No,No,No,No,220,23
PhD,Divorced,48948.0,0,0,437,8,206,160,49,42,2,7,10,5,6,Yes,No,No,No,No,No,Yes,703,71
PhD,Single,55260.0,0,1,825,8,53,11,0,242,2,8,10,5,6,No,No,No,No,No,No,No,724,42
Graduation,Together,64090.0,0,1,316,58,161,76,51,135,1,6,9,4,5,No,No,No,No,No,No,Yes,516,58
Graduation,Divorced,78331.0,0,1,756,138,354,160,169,61,2,10,6,7,4,No,No,No,No,No,No,No,317,56
PhD,Married,37087.0,1,0,194,55,134,15,0,3,3,4,2,8,6,No,No,No,No,No,No,No,393,40
Graduation,Divorced,21846.0,1,0,7,17,18,6,10,26,4,4,0,3,8,No,No,No,No,No,No,No,410,28
Graduation,Married,81320.0,0,0,183,33,493,59,103,57,1,4,3,10,2,No,No,No,No,No,No,No,552,56
Graduation,Divorced,54137.0,0,1,171,0,11,0,1,20,2,4,1,4,6,No,No,No,No,No,No,No,477,44
Graduation,Together,66825.0,0,0,243,101,405,29,40,40,1,4,5,6,2,No,No,No,No,No,No,No,510,47
Graduation,Together,57100.0,0,0,181,21,69,39,3,96,1,3,3,6,3,No,No,No,No,No,No,No,603,41
Graduation,Together,58917.0,1,2,151,7,89,0,7,28,5,4,1,6,5,No,No,No,No,No,No,No,622,45
Graduation,Single,85072.0,0,0,494,92,391,194,11,241,1,3,4,10,0,No,No,No,No,No,No,No,93,37
Graduation,Single,86429.0,0,0,464,28,873,29,18,37,0,7,4,7,2,No,No,No,Yes,No,No,Yes,380,53
Graduation,Widow,45684.0,1,0,5,1,5,10,0,7,1,1,0,2,7,No,No,No,No,No,No,No,662,43
Graduation,Together,47889.0,1,0,29,0,29,0,5,4,1,2,0,3,5,No,No,No,No,No,No,No,249,40
PhD,Married,45921.0,0,0,102,9,49,24,3,12,1,2,1,6,4,No,No,No,No,No,No,No,64,28
PhD,Single,78420.0,0,0,604,28,674,91,28,28,1,3,10,8,1,No,No,No,No,No,No,No,525,48
Graduation,Together,75114.0,0,0,571,12,523,63,60,24,1,3,10,5,2,No,No,No,No,No,No,No,513,22
PhD,Widow,52278.0,0,1,953,0,71,0,0,174,6,10,5,10,8,No,No,No,No,No,No,Yes,680,51
Master,Married,35641.0,1,0,63,3,67,8,9,28,2,3,1,4,7,No,No,No,No,No,No,Yes,510,42
Graduation,Single,95529.0,0,0,770,29,890,250,27,24,1,7,3,7,3,No,No,Yes,No,No,No,Yes,999,20
Graduation,Married,62820.0,0,0,398,61,265,138,61,53,1,3,4,6,1,No,No,No,No,No,No,No,396,60
Master,Together,73113.0,0,0,741,19,154,50,9,28,1,3,4,7,2,No,No,No,No,No,No,No,345,54
PhD,Married,84169.0,0,0,1478,19,403,0,19,0,1,7,6,6,3,No,Yes,Yes,No,No,No,Yes,516,32
2n Cycle,Single,42607.0,0,1,156,29,56,30,32,47,2,3,2,7,3,No,No,No,No,No,No,No,384,60
PhD,Single,74637.0,0,0,960,64,464,146,0,16,1,6,9,9,3,No,No,No,Yes,No,No,No,567,60
PhD,Together,46015.0,1,1,38,0,2,0,0,6,1,1,0,3,7,Yes,No,No,No,Yes,No,No,237,59
Graduation,Single,72354.0,0,0,315,26,473,220,12,182,1,2,10,6,1,No,No,No,No,No,No,No,598,21
Master,Single,39858.0,1,0,15,20,25,2,7,26,1,2,0,4,6,No,No,No,No,No,No,Yes,681,45
PhD,Married,34469.0,1,1,19,6,20,0,5,12,3,1,1,4,4,No,No,No,No,No,No,No,245,66
Graduation,Together,83033.0,1,0,812,99,431,237,149,33,1,11,4,10,5,No,No,No,Yes,No,No,No,202,28
Master,Together,24401.0,0,0,73,28,217,10,24,115,3,6,1,6,8,No,No,No,No,No,No,No,827,35
Graduation,Married,77583.0,0,0,372,23,384,250,12,108,1,4,5,9,2,No,No,No,Yes,No,No,No,65,36
2n Cycle,Single,74116.0,0,0,871,111,704,145,55,166,1,4,4,10,2,No,Yes,No,No,No,No,No,341,32
Graduation,Single,74293.0,0,0,375,152,335,93,91,81,1,5,4,6,2,No,No,No,No,No,No,No,245,21
PhD,Married,68397.0,0,1,760,80,466,17,13,80,1,6,9,5,3,No,No,No,No,No,No,No,384,38
PhD,Together,79632.0,0,0,471,0,510,99,21,12,1,6,4,9,2,No,No,No,No,No,No,No,124,40
Graduation,Single,46107.0,1,0,31,9,27,16,9,33,1,1,1,4,3,No,No,No,No,No,No,No,65,25
PhD,Single,64950.0,0,1,819,0,72,12,0,63,2,11,2,10,7,No,Yes,No,No,No,No,No,728,63
Basic,Married,25443.0,1,0,1,4,3,8,9,7,1,1,0,3,8,No,No,No,No,No,No,No,714,25
Graduation,Single,75127.0,0,0,203,35,305,46,17,227,1,2,11,5,1,No,No,No,No,No,No,No,198,62
PhD,Together,32892.0,1,0,26,0,15,2,1,2,2,3,0,3,8,No,No,No,No,No,No,No,195,43
Graduation,Together,71796.0,0,0,354,21,311,167,75,32,1,9,3,4,4,No,No,No,No,No,No,No,408,43
PhD,Married,67536.0,0,1,1253,0,447,23,71,35,3,11,5,11,8,No,No,No,Yes,No,No,No,563,44
Graduation,Single,55239.0,0,1,371,17,238,23,24,106,3,7,5,11,5,No,No,No,No,No,No,No,510,43
PhD,Divorced,60554.0,1,0,588,7,76,110,15,15,2,8,4,9,6,No,No,No,No,No,No,No,454,39
2n Cycle,Single,64831.0,1,1,480,86,249,75,86,144,8,6,3,5,6,No,No,No,No,No,No,No,426,62
PhD,Together,56067.0,0,1,517,12,54,16,6,120,2,7,4,7,5,No,No,No,No,No,No,No,504,52
Graduation,Divorced,82025.0,0,0,267,98,606,48,70,98,1,3,2,6,1,No,No,Yes,No,No,No,Yes,557,31
Graduation,Together,94384.0,0,0,1111,24,790,160,45,172,0,5,8,5,2,No,Yes,Yes,Yes,No,No,Yes,612,61
Basic,Single,14906.0,0,0,7,7,14,7,16,15,3,2,1,3,7,No,No,No,No,No,No,No,714,28
PhD,Married,51563.0,0,0,1166,0,48,0,0,36,1,4,4,10,8,No,Yes,Yes,No,No,No,No,1061,27
2n Cycle,Married,57937.0,0,1,261,42,144,55,48,133,3,4,4,9,3,No,No,No,No,No,No,No,293,32
Graduation,Divorced,68274.0,1,1,135,25,51,23,25,46,2,4,2,5,3,No,No,No,No,No,No,No,432,35
Graduation,Together,39771.0,1,0,6,2,18,2,8,14,1,2,0,3,4,No,No,No,No,No,No,No,542,37
2n Cycle,Divorced,67893.0,0,1,711,28,142,49,18,47,2,3,2,9,8,No,No,No,No,No,No,No,1061,39
PhD,Together,27922.0,1,0,11,0,13,2,4,11,1,2,0,3,4,No,No,No,No,No,No,No,62,35
PhD,Together,52190.0,1,1,42,0,17,0,0,18,3,2,1,3,5,Yes,No,No,No,No,No,No,123,38
Master,Divorced,44051.0,1,1,79,7,58,6,3,18,4,3,1,4,6,No,No,No,No,No,No,Yes,676,41
PhD,Single,42767.0,2,0,20,6,43,19,5,38,1,3,1,2,8,No,No,No,No,No,No,No,396,43
Master,Together,46106.0,1,1,30,0,8,2,0,14,1,1,1,2,6,No,No,No,No,No,No,No,31,38
PhD,Married,16927.0,1,1,20,2,23,3,1,4,5,3,0,4,8,No,No,No,No,No,No,No,430,38
Graduation,Married,59754.0,0,1,115,27,44,4,146,139,3,5,2,6,5,No,No,No,No,No,No,Yes,1059,49
Graduation,Single,53700.0,0,1,263,5,233,69,41,83,4,5,5,8,5,No,No,No,No,No,No,No,841,62
Graduation,Married,59041.0,1,1,69,2,15,2,2,6,2,2,0,4,5,No,No,No,No,No,No,No,154,41
PhD,Divorced,54237.0,0,1,267,3,30,4,0,57,4,5,2,5,6,No,No,No,No,No,No,No,588,57
Graduation,Divorced,70647.0,0,1,561,85,171,25,123,114,2,4,7,13,2,No,No,No,No,No,No,No,806,47
PhD,Single,52597.0,0,1,492,0,37,7,0,42,3,6,3,8,5,No,No,No,No,No,No,No,154,52
Master,Together,41021.0,1,0,14,7,9,6,16,12,2,2,0,3,6,No,No,No,No,No,No,Yes,706,45
PhD,Married,40233.0,0,1,80,4,46,0,17,2,5,2,1,5,6,No,No,No,No,No,No,No,418,39
Graduation,Married,50183.0,1,1,97,12,84,13,10,15,7,3,1,6,5,No,No,No,No,No,No,No,164,34
Graduation,Together,54753.0,0,1,197,107,227,7,59,131,3,5,2,11,4,No,No,No,No,No,No,No,362,55
Graduation,Married,92955.0,0,0,693,21,925,31,24,84,1,6,7,9,2,No,No,Yes,Yes,No,No,Yes,474,41
Graduation,Married,33471.0,1,0,43,2,27,0,9,12,3,3,0,4,7,No,No,No,No,No,No,No,726,41
PhD,Married,34596.0,1,0,14,0,2,0,0,7,1,1,0,2,8,No,No,No,No,No,No,Yes,602,40
Graduation,Together,44010.0,1,0,186,36,234,86,72,48,6,10,2,6,9,No,No,No,No,No,No,No,784,34
Graduation,Married,84219.0,0,0,434,137,400,45,137,45,1,3,4,10,1,No,No,No,No,No,No,No,307,26
PhD,Together,40706.0,2,1,59,0,11,4,2,5,4,3,0,4,7,No,No,No,No,No,No,No,688,46
2n Cycle,Married,15716.0,1,0,16,5,30,8,7,26,3,3,0,4,8,No,No,No,No,No,Yes,No,725,26
2n Cycle,Divorced,59052.0,0,1,230,35,75,63,57,31,3,7,1,7,5,No,No,No,No,No,No,No,384,55
Master,Together,80573.0,0,0,829,138,430,60,92,15,1,4,6,13,2,No,No,No,No,No,No,No,783,43
Graduation,Married,83715.0,0,0,318,8,407,150,35,8,1,2,8,13,0,No,No,No,No,No,No,No,279,52
Master,Together,82576.0,0,0,1206,55,445,168,18,18,1,2,4,12,1,No,No,Yes,No,No,No,No,1063,55
Master,Married,56962.0,2,1,292,3,77,10,3,26,7,6,3,5,7,No,No,No,No,No,No,No,391,49
Graduation,Married,35704.0,1,1,30,9,12,2,11,30,3,2,0,4,4,No,No,No,No,No,No,No,280,62
Graduation,Together,53103.0,0,1,729,17,133,11,0,195,5,10,6,7,7,Yes,No,No,No,No,No,No,362,60
2n Cycle,Widow,46779.0,1,1,12,1,3,0,0,7,1,0,1,2,4,No,No,No,No,No,No,No,364,54
Graduation,Divorced,4861.0,0,0,2,1,1,1,0,1,0,0,0,0,14,No,No,No,No,No,No,No,167,49
Master,Divorced,33462.0,1,0,22,3,18,0,0,11,1,2,0,3,7,No,No,No,No,No,No,No,516,35
Graduation,Divorced,63693.0,0,1,587,43,337,42,87,54,3,11,6,9,6,No,No,No,No,No,No,No,418,36
Graduation,Married,80763.0,0,0,674,168,108,192,42,231,1,5,11,6,3,No,No,Yes,Yes,No,No,Yes,478,64
PhD,Married,65352.0,0,1,284,3,84,4,7,23,2,4,2,8,4,No,No,No,No,No,No,No,472,40
PhD,Married,82170.0,0,0,1023,93,651,49,55,37,1,5,6,7,2,No,No,No,No,No,No,No,376,36
Graduation,Married,75759.0,0,0,1394,22,708,89,91,182,1,9,7,9,5,Yes,No,Yes,Yes,No,No,Yes,407,45
2n Cycle,Single,79689.0,0,0,311,26,640,180,37,121,1,4,9,13,2,No,No,No,No,No,No,No,366,38
PhD,Widow,35340.0,1,1,27,0,12,0,1,5,2,2,0,3,5,No,No,No,No,No,No,No,160,58
Graduation,Divorced,85683.0,0,0,1296,17,311,45,69,51,1,2,4,10,1,No,Yes,Yes,Yes,Yes,No,Yes,260,60
2n Cycle,Married,24884.0,1,0,3,6,7,0,0,3,1,0,0,3,7,No,No,No,No,No,No,No,737,42
Master,Together,42021.0,1,0,393,5,136,7,5,27,5,10,1,6,9,Yes,No,No,No,No,No,No,827,33
Graduation,Single,64449.0,1,0,218,63,282,137,35,70,4,5,3,12,4,No,No,No,No,No,No,No,291,25
Graduation,Divorced,64587.0,1,1,66,0,16,0,6,20,2,1,1,4,3,No,No,No,No,No,No,No,167,60
Graduation,Single,34824.0,0,0,4,2,11,2,0,4,1,1,0,2,6,No,No,No,No,No,No,No,255,19
Graduation,Together,75437.0,0,0,795,0,545,95,58,0,1,8,4,10,6,No,No,No,Yes,No,No,No,451,36
Graduation,Together,26091.0,1,1,15,10,19,8,17,20,3,2,1,3,5,No,No,No,No,No,No,No,284,57
Graduation,Married,52845.0,1,0,384,25,292,130,41,64,3,8,8,6,6,Yes,No,No,No,No,No,No,480,41
Graduation,Divorced,46086.0,0,1,244,8,32,7,2,50,4,3,1,8,4,No,No,No,No,No,No,No,635,58
PhD,Widow,78028.0,0,1,158,19,288,25,0,38,1,6,4,9,7,No,Yes,Yes,No,No,No,Yes,788,58
PhD,Single,95169.0,0,0,1285,21,449,106,20,20,1,4,3,4,1,No,No,Yes,Yes,No,No,Yes,452,27
2n Cycle,Married,56337.0,1,1,349,16,144,28,5,182,5,8,5,4,8,Yes,No,No,Yes,No,No,Yes,619,33
Graduation,Together,22434.0,1,0,4,12,11,3,13,15,2,2,0,3,8,No,No,No,No,No,No,No,661,27
PhD,Married,36930.0,0,1,223,2,31,0,2,39,5,5,2,4,8,No,No,No,No,No,No,No,568,60
Graduation,Single,36130.0,0,1,157,43,127,68,56,37,6,3,8,4,4,Yes,No,No,No,No,No,Yes,672,60
Master,Married,65569.0,0,1,397,46,288,20,38,70,2,6,5,10,3,No,No,No,No,No,No,No,939,61
Graduation,Together,83844.0,0,0,901,31,345,75,31,191,1,4,4,11,1,No,No,Yes,No,No,No,No,366,62
Graduation,Married,19514.0,1,1,14,3,21,2,1,28,4,3,1,2,8,Yes,No,No,No,No,No,No,314,46
PhD,Single,36736.0,1,1,10,0,3,0,0,4,1,1,0,2,6,No,No,No,No,No,No,No,427,51
Graduation,Together,77568.0,0,1,1230,0,396,232,178,158,1,10,2,8,5,No,Yes,Yes,Yes,No,No,No,833,35
PhD,Together,49187.0,0,1,81,1,31,2,1,0,1,1,1,5,2,No,No,No,No,No,No,No,35,38
Graduation,Single,30168.0,1,0,154,20,66,0,12,27,7,6,1,4,9,No,No,No,No,No,No,No,521,36
Master,Together,34053.0,0,1,63,0,21,7,0,12,1,3,0,3,8,No,No,No,No,No,No,No,788,46
Master,Married,38196.0,1,1,30,0,11,0,0,3,3,2,0,4,5,No,No,No,No,No,No,No,232,43
Master,Married,59412.0,0,0,90,67,165,30,43,11,1,4,2,8,3,No,No,No,No,No,No,No,231,63
2n Cycle,Married,70924.0,0,0,635,114,254,132,152,76,1,6,6,7,3,No,No,Yes,No,No,No,No,155,49
Graduation,Together,54165.0,0,0,127,4,73,15,6,11,1,2,1,7,2,No,No,No,No,No,No,No,557,45
Graduation,Married,32300.0,1,0,13,3,6,6,5,6,1,1,0,3,8,No,No,No,No,No,No,No,645,41
Graduation,Single,20180.0,0,0,18,42,24,15,20,18,1,2,1,4,7,No,No,No,No,No,No,No,654,38
Graduation,Married,34961.0,1,0,45,2,26,4,1,1,3,3,1,3,7,No,No,No,No,No,No,No,170,41
PhD,Together,28440.0,1,0,38,1,24,0,0,0,1,2,0,3,8,No,No,No,No,No,No,No,517,40
PhD,Together,64504.0,1,2,986,36,168,16,0,108,7,11,3,4,7,No,No,No,No,No,No,Yes,612,61
Master,Together,33564.0,0,1,61,0,3,0,0,7,1,1,1,3,5,No,No,No,No,No,No,No,165,48
Graduation,Married,17345.0,1,0,4,9,16,17,0,12,2,2,1,2,8,No,No,No,No,No,No,No,1000,36
PhD,Married,56320.0,0,1,201,53,172,116,77,83,3,5,4,9,4,No,No,No,No,No,No,No,489,47
Graduation,Single,28647.0,1,0,19,8,29,0,12,26,1,2,2,2,7,Yes,No,No,No,No,No,Yes,472,36
Basic,Single,15038.0,1,0,4,8,11,19,12,26,2,2,1,2,9,No,No,No,No,No,No,No,676,27
PhD,Divorced,32173.0,0,1,18,0,2,0,0,2,1,1,0,3,4,No,No,No,No,No,No,No,697,56
2n Cycle,Together,68316.0,0,1,806,80,161,120,11,33,5,10,7,10,6,No,No,No,No,No,No,No,969,50
Graduation,Together,74538.0,0,0,380,98,733,110,112,28,1,8,8,5,3,No,No,Yes,No,No,No,Yes,525,43
Graduation,Single,91700.0,0,0,576,172,961,125,115,19,1,8,6,5,3,No,No,No,No,No,No,Yes,688,43
